engine,sl,ee,tp,is_sr,oos_sr,is_dd,oos_dd,is_calmar,oos_calmar,is_ret,oos_ret
close_only,0.005,0.01,0.12,3.080162039156804,3.2033071514257587,0.0497957983524231,0.0404352158891804,7.910311631527643,9.972464874522938,3.545983956212579,0.8760497636336861
close_only,0.01,0.01,0.0,3.116900640426659,3.2351201225757142,0.0494716188090207,0.0404352158891803,8.074318308920352,10.100546599433848,3.6290898373613594,0.8889290354302017
close_only,0.01,0.01,0.01,2.970382130963261,3.04421068626016,0.049773313789513,0.0408893513017865,7.562732892861562,9.27416933499468,3.2918214710130185,0.8168387470229126
close_only,0.01,0.01,0.02,3.01860146367824,3.1106639684884345,0.0497733137895131,0.0407442861046124,7.71487917418434,9.552130090805056,3.4005438745538354,0.8413295241426171
close_only,0.01,0.01,0.03,3.050702634688852,3.135440835336063,0.0497733137895131,0.0407384022222658,7.813925894897196,9.640002521291253,3.472469036739656,0.8500125176147533
close_only,0.01,0.01,0.05,3.081779878716856,3.1781816703904493,0.0497733137895131,0.040587155461019,7.910652645234407,9.84227560979616,3.5435920391528235,0.8667030072835349
close_only,0.01,0.01,0.08,3.0964493407079314,3.204022944907242,0.049773313789513,0.0407384022222659,7.959201905373571,9.890476997436371,3.579621390887759,0.8752639043666353
close_only,0.01,0.01,0.12,3.1038232549717257,3.221276938061516,0.0497957983524231,0.0404352158891804,7.984916785644033,10.042358393310511,3.601489587985067,0.883072872950248
close_only,0.015,0.01,0.0,3.127250073344319,3.247165254539468,0.0494716188090206,0.0404352158891803,8.106896347026474,10.149247231585372,3.653447129795984,0.8938368027257866
close_only,0.015,0.01,0.01,2.997147856106438,3.0755237479550845,0.0497733137895131,0.0410480425799254,7.643857161001345,9.360868375868202,3.34952787553247,0.829164798854898
close_only,0.015,0.01,0.02,3.040790027866806,3.132302930574125,0.0497733137895131,0.0407442861046124,7.784888764816139,9.640751705289532,3.4512886465636115,0.8502277521362895
close_only,0.015,0.01,0.03,3.070851553210848,3.163765596778058,0.049773313789513,0.0407384022222658,7.8760694728789105,9.752651690162027,3.518062441315699,0.8613496040199802
close_only,0.015,0.01,0.05,3.097110395941848,3.195430578376411,0.049773313789513,0.040587155461019,7.958164918323534,9.914484809069355,3.57884949900182,0.8739695473252624
close_only,0.015,0.01,0.08,3.1081948898689093,3.220650767867816,0.0497733137895131,0.0407380588111492,7.996957127862537,9.956192931509282,3.607794129454609,0.8819066608806796
close_only,0.015,0.01,0.12,3.1152270442388144,3.233908141749979,0.0497957983524231,0.0404352158891803,8.021501010000422,10.09500980286641,3.628900550543524,0.8883714412909562
close_only,0.02,0.01,0.0,3.133965300211968,3.254446220607218,0.0494197104878413,0.0404352158891806,8.136889313442884,10.173381451369172,3.6695429596360167,0.8962710873582651
close_only,0.02,0.01,0.01,3.017022138621714,3.100674748148919,0.0497214054683338,0.0410480425799254,7.715012273835155,9.445428571905506,3.3948369707529507,0.8376920671127677
close_only,0.02,0.01,0.02,3.0542427810595973,3.149694370757653,0.0497214054683337,0.0407442861046125,7.83698108426591,9.702799600561574,3.483354812615449,0.8564695753232168
close_only,0.02,0.01,0.03,3.080976535600947,3.177821142692581,0.0497214054683338,0.0407384022222657,7.918364383222614,9.795266940898516,3.543187895918193,0.8656467638365475
close_only,0.02,0.01,0.05,3.106065693163558,3.20865284736212,0.0497214054683338,0.040587155461019,7.99440302269908,9.9563710969002,3.59965316164886,0.878190609566045
close_only,0.02,0.01,0.08,3.117268672545196,3.2293963017253104,0.0497214054683337,0.0407380588111492,8.035111395410743,9.983980463137092,3.630106963901394,0.8847223393189827
close_only,0.02,0.01,0.12,3.1224902764718974,3.240038408027459,0.0497438900312436,0.0404352158891804,8.053702020110753,10.115571781821007,3.64680542373023,0.8904425592263456
close_only,0.03,0.01,0.0,3.1401574955116955,3.2595638899624984,0.0494197104878413,0.0404352158891804,8.156335599879242,10.194378490171212,3.684153775991569,0.8983901159257621
close_only,0.03,0.01,0.01,3.0348150178297546,3.12300497682918,0.0497214054683336,0.0410480425799254,7.771223618214639,9.540149674767298,3.4354607123316594,0.8472657194521114
